NEEDED CHECK
"_______<br /><br />This model is <strong>no longer available in stock</strong>, these are <strong>last stocks</strong>.<br /><br /><strong> <u> Explanation of the stock system</u>: </strong><br> - </strong> If the dot is <span style=""color: green;""><strong> green</span> </strong>, this means that we have at least <span style=""color: green;""><strong> two dresses in stock</span></strong>. <br> - If the dot is <span style=""color: orange;""> <strong> orange</span></strong>, this means that only <span style=""color:orange;""><strong>one dress left in stock</span></strong>."
"_______<br /><br />This model is <strong>no longer available in stock</strong>, these are <strong>last stocks</strong>.<br /><br /><strong> <u> Explanation of the stock system</u>: </strong><br> - </strong> If the dot is <span style=""color: green;""><strong> green</span>, this means we have at least <span style=""color: green;""><strong> two dresses in stock</span></strong>. <br> - If the dot is <span style=""color: orange;""> <strong> orange</span></strong>, this means that only <span style=""color:orange;""><strong>one dress is left in stock</span></strong>. <br /><br /> <span style=""color: red;""><strong>OLD PRICE: €18.00 excluding VAT"
"_______<br /><br />This dress is <strong>available in stock</strong>. <br /><br />If of out of stock, it is <strong>eligible for the express service</strong> with a supplement of €50* on your order, for <strong>delivery within 40 days</strong> after confirmation with our sales team. <br>*50€ for the first evening dress, subsequently 25€ for each additional evening dress on the same express order. <br /><br /><strong> <u> Explanation of the stock system</u>: </strong><br> - </strong> If the dot is <span style=""color: green;""><strong> green</span></strong>, this means that we have at least <span style=""color: green;""><strong> two dresses in stock</span></strong>. <br> - If the dot is <span style=""color: orange;""> <strong> orange</span></strong>, this means that only <span style=""color:orange;""><strong>one dress is left in stock</span></strong>.<br> - If the dot is <span style=""color: red;""> <strong> red</span></strong>, this means that it is <span style=""color: red;""><strong>no longer in stock</span></strong>. <strong> <br> You can however place an order, it will go into production. </strong><br> <br> <strong>ESTIMATED MANUFACTURING TIME FOR THIS MODEL: <span style=""color: red;""> 60 days</span></strong>.</strong><br /><em>For any specific questions or specific requirements, do not hesitate to contact our sales team."
"_______<br /><br />This dress is <strong>available in stock</strong>. <br /><br />If of out of stock, it is <strong>eligible for the express service</strong> with a supplement of €50* on your order, for <strong>delivery within 40 days</strong> after confirmation with our sales team. <br>*50€ for the first evening dress, subsequently 25€ for each additional evening dress on the same express order. <br /><br /><strong> <u> Explanation of the stock system</u>: </strong><br> - </strong> If the dot is <span style=""color: green;""><strong> green</span></strong>, this means that we have at least <span style=""color: green;""><strong> two dresses in stock</span></strong>. <br> - If the dot is <span style=""color: orange;""> <strong> orange</span></strong>, this means that only <span style=""color:orange;""><strong>one dress is left in stock</span></strong>.<br> - If the dot is <span style=""color: red;""> <strong> red</span></strong>, this means that it is <span style=""color: red;""><strong>no longer in stock</span></strong>. <strong> <br> You can however place an order, it will go into production. </strong><br> <br> <strong>ESTIMATED MANUFACTURING TIME FOR THIS MODEL: <span style=""color: red;""> 60 days</span></strong>.</strong><br /><em>For any specific questions or specific requirements, do not hesitate to contact our sales team."
"_______<br /><br />This dress is <strong>available in stock</strong>. <br /><br />If of out of stock, it is <strong>eligible for the express service</strong> with a supplement of €50* on your order, for <strong>delivery within 40 days</strong> after confirmation with our sales team. <br>*50€ for the first evening dress, subsequently 25€ for each additional evening dress on the same express order. <br /><br /><strong> <u> Explanation of the stock system</u>: </strong><br> - </strong> If the dot is <span style=""color: green;""><strong> green</span></strong>, this means that we have at least <span style=""color: green;""><strong> two dresses in stock</span></strong>. <br> - If the dot is <span style=""color: orange;""> <strong> orange</span></strong>, this means that only <span style=""color:orange;""><strong>one dress is left in stock</span></strong>.<br> - If the dot is <span style=""color: red;""> <strong> red</span></strong>, this means that it is <span style=""color: red;""><strong>no longer in stock</span></strong>. <strong> <br> You can however place an order, it will go into production. </strong><br> <br> <strong>ESTIMATED MANUFACTURING TIME FOR THIS MODEL: <span style=""color: red;""> 60 days</span></strong>.</strong><br /><em>For any specific questions or specific requirements, do not hesitate to contact our sales team."
"_______<br /><br />This dress is <strong>available in stock</strong>. <br /><br />If of out of stock, it is <strong>eligible for the express service</strong> with a supplement of €50* on your order, for <strong>delivery within 40 days</strong> after confirmation with our sales team. <br>*50€ for the first evening dress, subsequently 25€ for each additional evening dress on the same express order. <br /><br /><strong> <u> Explanation of the stock system</u>: </strong><br> - </strong> If the dot is <span style=""color: green;""><strong> green</span></strong>, this means that we have at least <span style=""color: green;""><strong> two dresses in stock</span></strong>. <br> - If the dot is <span style=""color: orange;""> <strong> orange</span></strong>, this means that only <span style=""color:orange;""><strong>one dress is left in stock</span></strong>.<br> - If the dot is <span style=""color: red;""> <strong> red</span></strong>, this means that it is <span style=""color: red;""><strong>no longer in stock</span></strong>. <strong> <br> You can however place an order, it will go into production. </strong><br> <br> <strong>ESTIMATED MANUFACTURING TIME FOR THIS MODEL: <span style=""color: red;""> 60 days</span></strong>.</strong><br /><em>For any specific questions or specific requirements, do not hesitate to contact our sales team."
"_______<br /><br />This dress is <strong>available in stock</strong>. <br /><br />If of out of stock, it is <strong>eligible for the express service</strong> with a supplement of €50* on your order, for <strong>delivery within 40 days</strong> after confirmation with our sales team. <br>*50€ for the first evening dress, subsequently 25€ for each additional evening dress on the same express order. <br /><br /><strong> <u> Explanation of the stock system</u>: </strong><br> - </strong> If the dot is <span style=""color: green;""><strong> green</span></strong>, this means that we have at least <span style=""color: green;""><strong> two dresses in stock</span></strong>. <br> - If the dot is <span style=""color: orange;""> <strong> orange</span></strong>, this means that only <span style=""color:orange;""><strong>one dress is left in stock</span></strong>.<br> - If the dot is <span style=""color: red;""> <strong> red</span></strong>, this means that it is <span style=""color: red;""><strong>no longer in stock</span></strong>. <strong> <br> You can however place an order, it will go into production. </strong><br> <br> <strong>ESTIMATED MANUFACTURING TIME FOR THIS MODEL: <span style=""color: red;""> 60 days</span></strong>.</strong><br /><em>For any specific questions or specific requirements, do not hesitate to contact our sales team."
"_______<br /><br />This dress is <strong>available in stock</strong>. <br /><br />If of out of stock, it is <strong>eligible for the express service</strong> with a supplement of €50* on your order, for <strong>delivery within 40 days</strong> after confirmation with our sales team. <br>*50€ for the first evening dress, subsequently 25€ for each additional evening dress on the same express order. <br /><br /><strong> <u> Explanation of the stock system</u>: </strong><br> - </strong> If the dot is <span style=""color: green;""><strong> green</span></strong>, this means that we have at least <span style=""color: green;""><strong> two dresses in stock</span></strong>. <br> - If the dot is <span style=""color: orange;""> <strong> orange</span></strong>, this means that only <span style=""color:orange;""><strong>one dress is left in stock</span></strong>.<br> - If the dot is <span style=""color: red;""> <strong> red</span></strong>, this means that it is <span style=""color: red;""><strong>no longer in stock</span></strong>. <strong> <br> You can however place an order, it will go into production. </strong><br> <br> <strong>ESTIMATED MANUFACTURING TIME FOR THIS MODEL: <span style=""color: red;""> 60 days</span></strong>.</strong><br /><em>For any specific questions or specific requirements, do not hesitate to contact our sales team."
"_______<br /><br />This model is <strong>no longer available in stock</strong>, these are <strong>last stocks</strong>.<br /><br /><strong> <u> Explanation of the stock system</u>: </strong><br> - </strong> If the dot is <span style=""color: green;""><strong> green</span> </strong>, this means that we have at least <span style=""color: green;""><strong> two dresses in stock</span></strong>. <br> - If the dot is <span style=""color: orange;""> <strong> orange</span></strong>, this means that only <span style=""color:orange;""><strong>one dress left in stock</span></strong>."
"_______<br /><br />This model is <strong>no longer available in stock</strong>, these are <strong>last stocks</strong>.<br /><br /><strong> <u> Explanation of the stock system</u>: </strong><br> - </strong> If the dot is <span style=""color: green;""><strong> green</span> </strong>, this means that we have at least <span style=""color: green;""><strong> two dresses in stock</span></strong>. <br> - If the dot is <span style=""color: orange;""> <strong> orange</span></strong>, this means that only <span style=""color:orange;""><strong>one dress left in stock</span></strong>."
"_______<br /><br />This dress is <strong>available in stock</strong>. If of out of stock, it is <strong>eligible for the express service</strong> with a supplement of €40 on your order, for <strong>delivery within 40 days</strong> after confirmation with our sales team. <br /><br /><strong> <u> Explanation of the stock system</u>: </strong><br> - </strong> If the dot is <span style=""color: green;""><strong> green</span></strong>, this means that we have at least <span style=""color: green;""><strong> two dresses in stock</span></strong>. <br> - If the dot is <span style=""color: orange;""> <strong> orange</span></strong>, this means that only <span style=""color:orange;""><strong>one dress is left in stock</span></strong>.<br> - If the dot is <span style=""color: red;""> <strong> red</span></strong>, this means that it is <span style=""color: red;""><strong>no longer in stock</span></strong>. <strong> <br> You can however place an order, it will go into production. </strong><br> <br> <strong>ESTIMATED MANUFACTURING TIME FOR THIS MODEL: <span style=""color: red;""> 60 days</span></strong>.</strong><br /><em>For any specific questions or specific requirements, do not hesitate to contact our sales team."
"_______<br /><br />This dress is <strong>available in stock</strong>. <br /><br />If of out of stock, it is <strong>eligible for the express service</strong> with a supplement of €50* on your order, for <strong>delivery within 40 days</strong> after confirmation with our sales team. <br>*50€ for the first evening dress, subsequently 25€ for each additional evening dress on the same express order. <br /><br /><strong> <u> Explanation of the stock system</u>: </strong><br> - </strong> If the dot is <span style=""color: green;""><strong> green</span></strong>, this means that we have at least <span style=""color: green;""><strong> two dresses in stock</span></strong>. <br> - If the dot is <span style=""color: orange;""> <strong> orange</span></strong>, this means that only <span style=""color:orange;""><strong>one dress is left in stock</span></strong>.<br> - If the dot is <span style=""color: red;""> <strong> red</span></strong>, this means that it is <span style=""color: red;""><strong>no longer in stock</span></strong>. <strong> <br> You can however place an order, it will go into production. </strong><br> <br> <strong>ESTIMATED MANUFACTURING TIME FOR THIS MODEL: <span style=""color: red;""> 60 days</span></strong>.</strong><br /><em>For any specific questions or specific requirements, do not hesitate to contact our sales team."
